dataSource,scientificName,taxonRank,basisOfRecord,family,genus,species,date,year,dataset_id,dayOfYear,latitude,longitude,verbatimTrait,trait,annotationID,mappedTraits
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-16,2022,3,289,39.934624,-75.441597,Open flowers (1),open flower present,npn:31637852,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-18,2022,3,291,39.90163,-86.175911,Open flowers (1),open flower present,npn:31477968,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-18,2022,3,291,42.385391,-71.109001,Open flowers (1),open flower present,npn:31478524,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-19,2022,3,292,40.712002,-74.007103,Open flowers (1),open flower present,npn:31496277,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-20,2022,-9999,293,41.433689,-81.693153,Open flowers (1),open flower present,npn:31539623,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-20,2022,3,293,40.616577,-73.825096,Open flowers (1),open flower present,npn:31544753,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-10-20,2022,-9999,293,41.433689,-81.693153,Open flowers (1),open flower present,npn:31539659,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-21,2022,3,294,47.143215,-93.431,Open flowers (1),open flower present,npn:31511386,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-21,2022,3,294,47.143215,-93.431,Open flowers (1),open flower present,npn:31511094,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-21,2022,-9999,294,40.86039,-73.878471,Open flowers (1),open flower present,npn:31595456,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-21,2022,-9999,294,42.275463,-73.59787,Open flowers (1),open flower present,npn:31998272,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-21,2022,-9999,294,41.359432,-85.212303,Open flowers (1),open flower present,npn:31547990,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-21,2022,-9999,294,41.359432,-85.212303,Open flowers (1),open flower present,npn:31548221,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-22,2022,3,295,39.934624,-75.441597,Open flowers (1),open flower present,npn:31637876,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-22,2022,3,295,42.385391,-71.109001,Open flowers (1),open flower present,npn:31523678,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-10-23,2022,3,296,49.102383,-121.935829,Open flowers (1),open flower present,npn:31528717,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-24,2022,3,297,47.143215,-93.431,Open flowers (1),open flower present,npn:31603450,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-24,2022,-9999,297,40.616577,-73.825096,Open flowers (1),open flower present,npn:31857312,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-24,2022,3,297,47.143215,-93.431,Open flowers (1),open flower present,npn:31539327,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-10-24,2022,3,297,37.992432,-81.148293,Open flowers (1),open flower present,npn:32456991,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-24,2022,3,297,37.992432,-81.148293,Open flowers (1),open flower present,npn:32456998,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-26,2022,3,299,39.90163,-86.175911,Open flowers (1),open flower present,npn:31558723,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-26,2022,3,299,40.712002,-74.007103,Open flowers (1),open flower present,npn:31578546,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2022-10-26,2022,-9999,299,44.739075,-93.602257,Open flowers (1),open flower present,npn:31569653,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-26,2022,3,299,42.385391,-71.109001,Open flowers (1),open flower present,npn:31569167,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-27,2022,3,300,38.844849,-77.167534,Open flowers (1),open flower present,npn:31591687,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-27,2022,-9999,300,41.433689,-81.693153,Open flowers (1),open flower present,npn:31625538,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-27,2022,-9999,300,41.745537,-74.119392,Open flowers (1),open flower present,npn:31598249,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-10-27,2022,-9999,300,41.433689,-81.693153,Open flowers (1),open flower present,npn:31625574,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-27,2022,-9999,300,41.745537,-74.119392,Open flowers (1),open flower present,npn:31602952,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-27,2022,3,300,41.745537,-74.119392,Open flowers (1),open flower present,npn:31595768,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-10-27,2022,3,300,37.992432,-81.148293,Open flowers (1),open flower present,npn:31730357,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-27,2022,3,300,37.992432,-81.148293,Open flowers (1),open flower present,npn:31730364,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-28,2022,3,301,47.143215,-93.431,Open flowers (1),open flower present,npn:31603875,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-28,2022,3,301,47.143215,-93.431,Open flowers (1),open flower present,npn:31603720,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-10-28,2022,3,301,37.992432,-81.148293,Open flowers (1),open flower present,npn:31604951,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-10-28,2022,3,301,37.992432,-81.148293,Open flowers (1),open flower present,npn:31605170,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-10-28,2022,3,301,37.992432,-81.148293,Open flowers (1),open flower present,npn:31670599,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-28,2022,3,301,37.992432,-81.148293,Open flowers (1),open flower present,npn:31604958,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-28,2022,3,301,37.992432,-81.148293,Open flowers (1),open flower present,npn:31605177,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-28,2022,3,301,37.992432,-81.148293,Open flowers (1),open flower present,npn:31670606,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-10-28,2022,-9999,301,40.86039,-73.878471,Open flowers (1),open flower present,npn:31900927,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-10-31,2022,3,304,47.143215,-93.431,Open flowers (1),open flower present,npn:31679236,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-11-01,2022,-9999,305,41.359432,-85.212303,Open flowers (1),open flower present,npn:31663396,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-11-01,2022,3,305,39.90163,-86.175911,Open flowers (1),open flower present,npn:31639172,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-11-03,2022,-9999,307,41.359432,-85.212303,Open flowers (1),open flower present,npn:31663428,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-11-03,2022,-9999,307,41.433689,-81.693153,Open flowers (1),open flower present,npn:31696356,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-11-03,2022,3,307,37.992432,-81.148293,Open flowers (1),open flower present,npn:32455032,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-11-04,2022,3,308,37.992432,-81.148293,Open flowers (1),open flower present,npn:31669794,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-11-04,2022,-9999,308,37.992432,-81.148293,Open flowers (1),open flower present,npn:31670381,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-11-04,2022,-9999,308,40.616577,-73.825096,Open flowers (1),open flower present,npn:31857410,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-11-08,2022,3,312,39.90163,-86.175911,Open flowers (1),open flower present,npn:31718328,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-11-10,2022,-9999,314,40.616577,-73.825096,Open flowers (1),open flower present,npn:31857508,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-11-18,2022,-9999,322,40.616577,-73.825096,Open flowers (1),open flower present,npn:31867922,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-11-25,2022,-9999,329,40.616577,-73.825096,Open flowers (1),open flower present,npn:31868008,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-07-28,2022,-9999,209,44.936382,-93.208626,Open flowers (1),open flower present,npn:30831455,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-08-07,2022,-9999,219,44.936382,-93.208626,Open flowers (1),open flower present,npn:30831483,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-08-17,2022,-9999,229,44.936382,-93.208626,Open flowers (1),open flower present,npn:31048437,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-08-22,2022,-9999,234,44.936382,-93.208626,Open flowers (1),open flower present,npn:31048463,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-08-22,2022,3,234,41.480042,-81.14473,Open flowers (1),open flower present,npn:30956313,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-09-01,2022,-9999,244,44.936382,-93.208626,Open flowers (1),open flower present,npn:31048493,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-09-01,2022,16,244,46.771175,-100.920029,Open flowers (1),open flower present,npn:49675954,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-09-04,2022,-9999,247,44.936382,-93.208626,Open flowers (1),open flower present,npn:31048929,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2022-09-08,2022,-9999,251,41.433689,-81.693153,Open flowers (1),open flower present,npn:31097560,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-09-08,2022,-9999,251,41.433689,-81.693153,Open flowers (1),open flower present,npn:31097527,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-09-08,2022,16,251,46.771175,-100.920029,Open flowers (1),open flower present,npn:49676524,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-09-13,2022,16,256,39.099045,-96.565102,Open flowers (1),open flower present,npn:48026795,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-09-13,2022,16,256,39.099045,-96.565102,Open flowers (1),open flower present,npn:48026537,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2022-09-13,2022,16,256,46.771175,-100.920029,Open flowers (1),open flower present,npn:49676812,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-06-08,2024,-9999,160,33.813538,-84.28347,Open flowers (1),open flower present,npn:37265286,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-06-16,2024,-9999,168,33.813538,-84.28347,Open flowers (1),open flower present,npn:37334425,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-06-24,2024,-9999,176,33.813538,-84.28347,Open flowers (1),open flower present,npn:37408427,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-06-29,2024,-9999,181,33.813538,-84.28347,Open flowers (1),open flower present,npn:37483425,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-07-07,2024,-9999,189,33.813538,-84.28347,Open flowers (1),open flower present,npn:37540243,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-07-12,2024,-9999,194,40.86039,-73.878471,Open flowers (1),open flower present,npn:37650147,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-07-14,2024,-9999,196,33.813538,-84.28347,Open flowers (1),open flower present,npn:37599220,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-07-19,2024,-9999,201,40.86039,-73.878471,Open flowers (1),open flower present,npn:37650217,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-07-22,2024,-9999,204,33.813538,-84.28347,Open flowers (1),open flower present,npn:37662015,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-07-31,2024,-9999,213,33.813538,-84.28347,Open flowers (1),open flower present,npn:37804766,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-08-02,2024,-9999,215,40.86039,-73.878471,Open flowers (1),open flower present,npn:38015367,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-08,2024,-9999,221,41.433689,-81.693153,Open flowers (1),open flower present,npn:37878911,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-09,2024,3,222,44.478752,-84.672668,Open flowers (1),open flower present,npn:37870518,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-09,2024,3,222,44.478752,-84.672668,Open flowers (1),open flower present,npn:37870423,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-08-10,2024,-9999,223,40.86039,-73.878471,Open flowers (1),open flower present,npn:38015437,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-14,2024,-9999,227,44.936382,-93.208626,Open flowers (1),open flower present,npn:38029113,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-15,2024,-9999,228,41.433689,-81.693153,Open flowers (1),open flower present,npn:37928722,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-08-17,2024,-9999,230,33.813538,-84.28347,Open flowers (1),open flower present,npn:37925133,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-08-18,2024,-9999,231,40.86039,-73.878471,Open flowers (1),open flower present,npn:38015897,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-18,2024,3,231,44.478752,-84.672668,Open flowers (1),open flower present,npn:37936471,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-18,2024,3,231,44.478752,-84.672668,Open flowers (1),open flower present,npn:37936412,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-19,2024,3,232,41.745537,-74.119392,Open flowers (1),open flower present,npn:37943030,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-22,2024,-9999,235,44.936382,-93.208626,Open flowers (1),open flower present,npn:38029164,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-22,2024,-9999,235,41.433689,-81.693153,Open flowers (1),open flower present,npn:37990141,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-08-24,2024,-9999,237,40.86039,-73.878471,Open flowers (1),open flower present,npn:38015967,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-24,2024,3,237,44.478752,-84.672668,Open flowers (1),open flower present,npn:37985301,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-24,2024,3,237,44.478752,-84.672668,Open flowers (1),open flower present,npn:37985232,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-08-28,2024,3,241,39.90163,-86.175911,Open flowers (1),open flower present,npn:38011036,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
